audio,audio_filepath,data_type,transcription
1297961140_475307_475319_27142,/train/car-number/voices/1297961140_475307_475319_27142.ogg,car,14.434
1297961140_461150_461154_26852,/train/car-number/voices/1297961140_461150_461154_26852.ogg,car,63GP965
1229817727_455914_455927_26459,/train/car-number/voices/1229817727_455914_455927_26459.ogg,car,42 SD 088
892642911_423923_423925_27033,/train/car-number/voices/892642911_423923_423925_27033.ogg,car,70-ci yıhı 98
671891258_470537_470557_26171,/train/car-number/voices/671891258_470537_470557_26171.ogg,car,54 UR 643
1150481435_416616_416617_26985,/train/car-number/voices/1150481435_416616_416617_26985.ogg,car,63 Jp 832
539261624_458997_459008_26512,/train/car-number/voices/539261624_458997_459008_26512.ogg,car,68-JA-489
919361428_427295_427296_26552,/train/car-number/voices/919361428_427295_427296_26552.ogg,car,53-OR-839
2016758610_471319_471332_26236,/train/car-number/voices/2016758610_471319_471332_26236.ogg,car,16-lıdı 667-di.
1128232293_467038_467049_26936,/train/car-number/voices/1128232293_467038_467049_26936.ogg,car,30 SN 714
815993798_452200_452207_26683,/train/car-number/voices/815993798_452200_452207_26683.ogg,car,62 ZT5 sonucu
1082554792_470144_470164_26382,/train/car-number/voices/1082554792_470144_470164_26382.ogg,car,"26. geci, 985"
1051072005_444202_444203_26323,/train/car-number/voices/1051072005_444202_444203_26323.ogg,car,"45, H, Y, 672"
1009209372_462534_462541_26870,/train/car-number/voices/1009209372_462534_462541_26870.ogg,car,25FY780
1082554792_471927_471947_26428,/train/car-number/voices/1082554792_471927_471947_26428.ogg,car,27 сәзе 741
1009209372_463556_463565_26269,/train/car-number/voices/1009209372_463556_463565_26269.ogg,car,"Odseti si řezi, sprot spiš."
1269496718_441784_441789_26241,/train/car-number/voices/1269496718_441784_441789_26241.ogg,car,"37, QY 754"
1297961140_476311_476324_26741,/train/car-number/voices/1297961140_476311_476324_26741.ogg,car,"71, 10, 9, 63"
892642911_424239_424240_27039,/train/car-number/voices/892642911_424239_424240_27039.ogg,car,29EF457
1043664892_446325_446326_26453,/train/car-number/voices/1043664892_446325_446326_26453.ogg,car,66VE108
1150481435_416456_416457_26518,/train/car-number/voices/1150481435_416456_416457_26518.ogg,car,05NW931
5028632961_419325_419326_26951,/train/car-number/voices/5028632961_419325_419326_26951.ogg,car,13 pp 216
976055738_453940_453957_26793,/train/car-number/voices/976055738_453940_453957_26793.ogg,car,"45, 40, 843"
1013880018_445910_445921_26715,/train/car-number/voices/1013880018_445910_445921_26715.ogg,car,13 hs 746
892642911_455922_455929_26387,/train/car-number/voices/892642911_455922_455929_26387.ogg,car,01YW169
976055738_475253_475269_26949,/train/car-number/voices/976055738_475253_475269_26949.ogg,car,09-A-J-883
1297961140_470812_470819_26717,/train/car-number/voices/1297961140_470812_470819_26717.ogg,car,34 YZ 168
1878274529_449608_449619_26871,/train/car-number/voices/1878274529_449608_449619_26871.ogg,car,34 E N 121
1082554792_460759_460769_26551,/train/car-number/voices/1082554792_460759_460769_26551.ogg,car,11wv149
5028632961_420515_420517_27065,/train/car-number/voices/5028632961_420515_420517_27065.ogg,car,34 HH 196
1201653758_465734_465747_26203,/train/car-number/voices/1201653758_465734_465747_26203.ogg,car,85 KB 643
1878274529_452594_452605_26424,/train/car-number/voices/1878274529_452594_452605_26424.ogg,car,69 FI 705
5028632961_421197_421201_26857,/train/car-number/voices/5028632961_421197_421201_26857.ogg,car,18 VV 335
640339050_475754_475777_26850,/train/car-number/voices/640339050_475754_475777_26850.ogg,car,60 pv 655
314849420_477899_477919_26600,/train/car-number/voices/314849420_477899_477919_26600.ogg,car,35 VA 076
1268975918_425481_425482_26602,/train/car-number/voices/1268975918_425481_425482_26602.ogg,car,71-IU-068
1269496718_432155_432156_26782,/train/car-number/voices/1269496718_432155_432156_26782.ogg,car,10 Pera 135
341881303_436023_436034_27087,/train/car-number/voices/341881303_436023_436034_27087.ogg,car,28 VY 579
5028632961_420763_420770_26333,/train/car-number/voices/5028632961_420763_420770_26333.ogg,car,59 R-E 408
619589413_447287_447292_27027,/train/car-number/voices/619589413_447287_447292_27027.ogg,car,71MD135
1128232293_445082_445083_26353,/train/car-number/voices/1128232293_445082_445083_26353.ogg,car,13 CH 968
568204248_435095_435100_26646,/train/car-number/voices/568204248_435095_435100_26646.ogg,car,54 FC 737
815993798_462737_462781_26726,/train/car-number/voices/815993798_462737_462781_26726.ogg,car,53NN301
426881765_474124_474150_26703,/train/car-number/voices/426881765_474124_474150_26703.ogg,car,4-3-N-K-3-4-8
828296631_456917_456929_26245,/train/car-number/voices/828296631_456917_456929_26245.ogg,car,54-U-Z-808
1297961140_472813_472824_26198,/train/car-number/voices/1297961140_472813_472824_26198.ogg,car,65 MG 148
1051072005_443940_443943_26563,/train/car-number/voices/1051072005_443940_443943_26563.ogg,car,59VV119
1201653758_475629_475642_26652,/train/car-number/voices/1201653758_475629_475642_26652.ogg,car,40-и-р-293
1009209372_477248_477254_26498,/train/car-number/voices/1009209372_477248_477254_26498.ogg,car,77 491
809763511_472647_472659_27059,/train/car-number/voices/809763511_472647_472659_27059.ogg,car,56 tığcı 534
671891258_466696_466738_27112,/train/car-number/voices/671891258_466696_466738_27112.ogg,car,42 NT495
1013880018_446950_446959_27097,/train/car-number/voices/1013880018_446950_446959_27097.ogg,car,33 44 111
1201653758_461218_461222_27095,/train/car-number/voices/1201653758_461218_461222_27095.ogg,car,67 FL 153
912272968_435001_435006_26845,/train/car-number/voices/912272968_435001_435006_26845.ogg,car,61PQ87
314849420_468928_468939_27093,/train/car-number/voices/314849420_468928_468939_27093.ogg,car,22ZK099
1150481435_413529_413530_26156,/train/car-number/voices/1150481435_413529_413530_26156.ogg,car,43 ve D111
1201653758_462840_462853_26615,/train/car-number/voices/1201653758_462840_462853_26615.ogg,car,65 FM 573
1297961140_459159_459166_26700,/train/car-number/voices/1297961140_459159_459166_26700.ogg,car,45 IQ 256
912272968_433499_433508_26435,/train/car-number/voices/912272968_433499_433508_26435.ogg,car,60. М. Р. 726.
910545275_415475_415476_26950,/train/car-number/voices/910545275_415475_415476_26950.ogg,car,46 nırı 668
954206432_432677_432682_26642,/train/car-number/voices/954206432_432677_432682_26642.ogg,car,14. ZB 233
1201653758_471203_471216_26364,/train/car-number/voices/1201653758_471203_471216_26364.ogg,car,52HC-091
1201653758_472822_472836_26261,/train/car-number/voices/1201653758_472822_472836_26261.ogg,car,12UF 641
2016758610_470874_470881_27019,/train/car-number/voices/2016758610_470874_470881_27019.ogg,car,50-D-S-938
575298922_418541_418542_26623,/train/car-number/voices/575298922_418541_418542_26623.ogg,car,39WG611
910545275_414909_414910_27116,/train/car-number/voices/910545275_414909_414910_27116.ogg,car,38-x-o-0-7-2
1082554792_447790_447795_27043,/train/car-number/voices/1082554792_447790_447795_27043.ogg,car,37 UT 659
912272968_434557_434562_27083,/train/car-number/voices/912272968_434557_434562_27083.ogg,car,49 yen 385
1009209372_478458_478492_26801,/train/car-number/voices/1009209372_478458_478492_26801.ogg,car,"Kırışıyor opeyim, nolup settim."
1297961140_463236_463239_26992,/train/car-number/voices/1297961140_463236_463239_26992.ogg,car,SSM 5 ERM 126
1150481435_416268_416269_26675,/train/car-number/voices/1150481435_416268_416269_26675.ogg,car,04SP853
860296669_428215_428216_26591,/train/car-number/voices/860296669_428215_428216_26591.ogg,car,50 OY 426
575298922_445861_445867_26677,/train/car-number/voices/575298922_445861_445867_26677.ogg,car,65LF197
1878274529_450357_450361_26790,/train/car-number/voices/1878274529_450357_450361_26790.ogg,car,"85 boyu 5, 8 altın."
954206432_417589_417590_26732,/train/car-number/voices/954206432_417589_417590_26732.ogg,car,"11, е, қ, 4-5"
912272968_433815_433821_26471,/train/car-number/voices/912272968_433815_433821_26471.ogg,car,39 arıbə 793
828296631_454163_454284_26367,/train/car-number/voices/828296631_454163_454284_26367.ogg,car,22 KA 288
1297961140_477004_477018_26268,/train/car-number/voices/1297961140_477004_477018_26268.ogg,car,06 MS 327
1043664892_428683_428684_26401,/train/car-number/voices/1043664892_428683_428684_26401.ogg,car,22. Tabirin 479
640339050_479425_479442_26967,/train/car-number/voices/640339050_479425_479442_26967.ogg,car,18-ci pı 376
671891258_473857_473869_26396,/train/car-number/voices/671891258_473857_473869_26396.ogg,car,25YG085
539261624_460138_460162_26273,/train/car-number/voices/539261624_460138_460162_26273.ogg,car,28SR 424
527731854_463792_463796_26485,/train/car-number/voices/527731854_463792_463796_26485.ogg,car,54JF135
976055738_455206_455230_26695,/train/car-number/voices/976055738_455206_455230_26695.ogg,car,06 Hıbı 124
1043664892_430202_430203_27007,/train/car-number/voices/1043664892_430202_430203_27007.ogg,car,90WU781
5440156582_424714_424715_26954,/train/car-number/voices/5440156582_424714_424715_26954.ogg,car,0.9 SN 349
815993798_471611_471617_26572,/train/car-number/voices/815993798_471611_471617_26572.ogg,car,21MW062
575298922_423961_423962_26422,/train/car-number/voices/575298922_423961_423962_26422.ogg,car,44D və 923
1201653758_466200_466214_26582,/train/car-number/voices/1201653758_466200_466214_26582.ogg,car,50ZU 014
5028632961_419263_419264_26404,/train/car-number/voices/5028632961_419263_419264_26404.ogg,car,36-x-a-3-5-6
1878274529_446049_446060_27126,/train/car-number/voices/1878274529_446049_446060_27126.ogg,car,29-K-A-764
1082554792_477791_477810_27108,/train/car-number/voices/1082554792_477791_477810_27108.ogg,car,12MX704
1201653758_466095_466114_27089,/train/car-number/voices/1201653758_466095_466114_27089.ogg,car,58 U G 784
1268975918_425220_425221_26532,/train/car-number/voices/1268975918_425220_425221_26532.ogg,car,69PT143
1297961140_476291_476308_26576,/train/car-number/voices/1297961140_476291_476308_26576.ogg,car,13ag912
1269496718_432529_432536_26895,/train/car-number/voices/1269496718_432529_432536_26895.ogg,car,35 MA213
910545275_414917_414918_26851,/train/car-number/voices/910545275_414917_414918_26851.ogg,car,53W-x099
919361428_429583_429585_26930,/train/car-number/voices/919361428_429583_429585_26930.ogg,car,38GP322
1013880018_446334_446344_26384,/train/car-number/voices/1013880018_446334_446344_26384.ogg,car,60VT465
815993798_457866_457876_26334,/train/car-number/voices/815993798_457866_457876_26334.ogg,car,58 pH 807
575298922_443564_443565_26770,/train/car-number/voices/575298922_443564_443565_26770.ogg,car,38Ni123
1043664892_444861_444862_27122,/train/car-number/voices/1043664892_444861_444862_27122.ogg,car,06-K-İ-551
314849420_423414_423415_26889,/train/car-number/voices/314849420_423414_423415_26889.ogg,car,32 SQ422
1269496718_433569_433572_26477,/train/car-number/voices/1269496718_433569_433572_26477.ogg,car,"18, z, i, 532."
1201653758_442976_442977_26415,/train/car-number/voices/1201653758_442976_442977_26415.ogg,car,"61, J, C, 182"
5591209497_453810_453818_26499,/train/car-number/voices/5591209497_453810_453818_26499.ogg,car,12-U-R-685
910545275_414566_414569_26281,/train/car-number/voices/910545275_414566_414569_26281.ogg,car,18.06
713611046_458280_458283_26240,/train/car-number/voices/713611046_458280_458283_26240.ogg,car,55. J. E. 206
1878274529_450260_450267_26827,/train/car-number/voices/1878274529_450260_450267_26827.ogg,car,"85, 2, 6, 87"
1082554792_477758_477765_26912,/train/car-number/voices/1082554792_477758_477765_26912.ogg,car,70BH-941
568204248_439543_439544_26815,/train/car-number/voices/568204248_439543_439544_26815.ogg,car,51YK502
1082554792_448269_448275_26265,/train/car-number/voices/1082554792_448269_448275_26265.ogg,car,52KD 433
671891258_476093_476104_26664,/train/car-number/voices/671891258_476093_476104_26664.ogg,car,305 BA 574
976055738_453754_453767_26766,/train/car-number/voices/976055738_453754_453767_26766.ogg,car,20-25-321
5196964268_445314_445315_27050,/train/car-number/voices/5196964268_445314_445315_27050.ogg,car,57. P.C. 616
527731854_466780_466793_26216,/train/car-number/voices/527731854_466780_466793_26216.ogg,car,34 PG 693
640339050_476005_476023_26971,/train/car-number/voices/640339050_476005_476023_26971.ogg,car,i29uf093
575298922_418573_418574_26383,/train/car-number/voices/575298922_418573_418574_26383.ogg,car,25 FR777
1013880018_447506_447519_26370,/train/car-number/voices/1013880018_447506_447519_26370.ogg,car,22 cəqi 659
539261624_464051_464061_26409,/train/car-number/voices/539261624_464051_464061_26409.ogg,car,"39, Z, C, 722"
640339050_465427_465442_26742,/train/car-number/voices/640339050_465427_465442_26742.ogg,car,32WL774
919361428_429722_429725_26235,/train/car-number/voices/919361428_429722_429725_26235.ogg,car,23 xıbı 498
671891258_463932_463939_26599,/train/car-number/voices/671891258_463932_463939_26599.ogg,car,33 EJ 365
815993798_471830_471838_26439,/train/car-number/voices/815993798_471830_471838_26439.ogg,car,51KM137
1013880018_446495_446505_27079,/train/car-number/voices/1013880018_446495_446505_27079.ogg,car,77 digi 263.
640339050_477456_477484_27131,/train/car-number/voices/640339050_477456_477484_27131.ogg,car,85HW601
763941567_451618_451621_26777,/train/car-number/voices/763941567_451618_451621_26777.ogg,car,"Iedmi ki, dabo ior ex, autuus gubhalte."
426881765_454017_454034_26662,/train/car-number/voices/426881765_454017_454034_26662.ogg,car,0-3-Y-Z-7-85
1269496718_431645_431646_26398,/train/car-number/voices/1269496718_431645_431646_26398.ogg,car,58 SM 844
575298922_418368_418369_26313,/train/car-number/voices/575298922_418368_418369_26313.ogg,car,22.00.349
539261624_465640_465654_26296,/train/car-number/voices/539261624_465640_465654_26296.ogg,car,14. A. X. 747
5028632961_421522_421523_26756,/train/car-number/voices/5028632961_421522_421523_26756.ogg,car,65FP614
919361428_427643_427644_26965,/train/car-number/voices/919361428_427643_427644_26965.ogg,car,70DZ349
568204248_437209_437217_26754,/train/car-number/voices/568204248_437209_437217_26754.ogg,car,19 SU 595
1150481435_414764_414765_26922,/train/car-number/voices/1150481435_414764_414765_26922.ogg,car,66 EU 938
910545275_415711_415712_26317,/train/car-number/voices/910545275_415711_415712_26317.ogg,car,03.07.722
1013880018_446311_446322_26588,/train/car-number/voices/1013880018_446311_446322_26588.ogg,car,51-40-836
575298922_443144_443147_26468,/train/car-number/voices/575298922_443144_443147_26468.ogg,car,16. V. U. 993
5028632961_419361_419362_26434,/train/car-number/voices/5028632961_419361_419362_26434.ogg,car,"40, 2, 7, 772"
5028632961_419205_419206_26337,/train/car-number/voices/5028632961_419205_419206_26337.ogg,car,28-Q-O-824
910545275_414180_414181_26480,/train/car-number/voices/910545275_414180_414181_26480.ogg,car,IH 5 Hı Gı 401
671891258_474714_474723_26846,/train/car-number/voices/671891258_474714_474723_26846.ogg,car,06CH119
1269496718_432075_432076_26504,/train/car-number/voices/1269496718_432075_432076_26504.ogg,car,"62, bığılığı 938."
619589413_441627_441628_26719,/train/car-number/voices/619589413_441627_441628_26719.ogg,car,22WJ139
5591209497_448721_448730_27138,/train/car-number/voices/5591209497_448721_448730_27138.ogg,car,44 MY 676
954206432_421093_421097_27119,/train/car-number/voices/954206432_421093_421097_27119.ogg,car,23. VZ 868
910545275_415641_415642_26981,/train/car-number/voices/910545275_415641_415642_26981.ogg,car,68-ci 783
1082554792_473129_473133_26511,/train/car-number/voices/1082554792_473129_473133_26511.ogg,car,Dolbeç DJ655
1150481435_414496_414497_26811,/train/car-number/voices/1150481435_414496_414497_26811.ogg,car,24 خ و 067
828296631_465447_465464_27153,/train/car-number/voices/828296631_465447_465464_27153.ogg,car,68 edix 432
1268975918_425342_425343_26507,/train/car-number/voices/1268975918_425342_425343_26507.ogg,car,61 EY 445
5196964268_443322_443323_26214,/train/car-number/voices/5196964268_443322_443323_26214.ogg,car,36DT005
